[2020-06-22 14:18:14:0977] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:34:0273] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:34:0774] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:34:0774] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:29:34:0774] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:35:0274] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:35:0775] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:35:0775] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[54773], HostIp[c0a8017f], HostPort[54773]
[2020-06-22 14:29:35:0775] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:29:35:0775] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:29:35:0775] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:29:36:0276] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:38:0476] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:38:0476] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:29:38:0477] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[54532], devIP[c0a84809]
[2020-06-22 14:29:38:0978] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:39:0479] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:39:0479] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:29:39:0479] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:39:0979] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:40:0480] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:40:0480] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[54532], HostIp[c0a8017f], HostPort[54532]
[2020-06-22 14:29:40:0480] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:29:40:0480] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:29:40:0480] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:29:40:0981] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:42:0981] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:42:0981] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:29:42:0981] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58668], devIP[c0a84809]
[2020-06-22 14:29:43:0482] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:43:0982] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:43:0982] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:29:43:0982] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:44:0483] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:44:0984] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:44:0984] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58668], HostIp[c0a8017f], HostPort[58668]
[2020-06-22 14:29:44:0984] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:29:44:0984] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:29:44:0984] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:29:45:0484] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:47:0484] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:47:0484] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:29:47:0485] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[52272], devIP[c0a84809]
[2020-06-22 14:29:47:0986] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:48:0486] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:48:0486] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:29:48:0486] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:48:0987] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:49:0487] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:49:0487] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[52272], HostIp[c0a8017f], HostPort[52272]
[2020-06-22 14:29:49:0487] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:29:49:0487] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:29:49:0487] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:29:49:0987] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:51:0990] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:51:0990] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:29:51:0991] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[52306], devIP[c0a84809]
[2020-06-22 14:29:52:0491] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:52:0991] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:52:0991] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:29:52:0991] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:53:0492] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:53:0992] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:53:0992] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[52306], HostIp[c0a8017f], HostPort[52306]
[2020-06-22 14:29:53:0992] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:29:53:0992] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:29:53:0992] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:29:54:0493] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:56:0497] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-22 14:29:56:0497] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-22 14:29:56:0497] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a8017f], hostPort[58469], devIP[c0a84809]
[2020-06-22 14:29:56:0997] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:57:0498] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:57:0498] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-22 14:29:57:0498] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-22 14:29:57:0998] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:58:0498] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-22 14:29:58:0498] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a8017f], GvspSendPort[58469], HostIp[c0a8017f], HostPort[58469]
[2020-06-22 14:29:58:0498] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-22 14:29:58:0498] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-22 14:29:58:0498] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-22 14:29:58:0999] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:01:0165] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:01:0165] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:01:0166] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[49789], devIP[c0a88d0b]
[2020-06-23 10:17:01:0667] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:02:0168] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:02:0168] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:02:0168] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:02:0669] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:03:0169] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:03:0169] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[49789], HostIp[c0a80180], HostPort[49789]
[2020-06-23 10:17:03:0169] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:03:0169] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:03:0169] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:03:0670] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:05:0799] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:05:0799] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:05:0800] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[63518], devIP[c0a88d0b]
[2020-06-23 10:17:06:0301] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:06:0801] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:06:0801] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:06:0801] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:07:0301] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:07:0802] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:07:0802] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[63518], HostIp[c0a80180], HostPort[63518]
[2020-06-23 10:17:07:0802] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:07:0802] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:07:0802] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:08:0303] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:10:0305] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:10:0305] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:10:0305] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[63554], devIP[c0a88d0b]
[2020-06-23 10:17:10:0805] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:11:0306] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:11:0306] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:11:0306] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:11:0806] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:12:0306] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:12:0306] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[63554], HostIp[c0a80180], HostPort[63554]
[2020-06-23 10:17:12:0306] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:12:0306] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:12:0306] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:12:0807] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:14:0808] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:14:0808] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:14:0809] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[50945], devIP[c0a88d0b]
[2020-06-23 10:17:15:0310] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:15:0811] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:15:0811] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:15:0811] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:16:0311] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:16:0812] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:16:0812] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[50945], HostIp[c0a80180], HostPort[50945]
[2020-06-23 10:17:16:0812] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:16:0812] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:16:0812] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:17:0312] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:19:0316] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:19:0316] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:19:0316] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[50985], devIP[c0a88d0b]
[2020-06-23 10:17:19:0818] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:20:0318] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:20:0318] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:20:0318] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:20:0819] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:21:0320] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:21:0320] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[50985], HostIp[c0a80180], HostPort[50985]
[2020-06-23 10:17:21:0320] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:21:0320] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:21:0320] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:21:0820] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:23:0825] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:23:0825] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:23:0826] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[51001], devIP[c0a88d0b]
[2020-06-23 10:17:24:0326] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:24:0827] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:24:0827] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:24:0827] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:25:0328] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:25:0828] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:25:0828] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[51001], HostIp[c0a80180], HostPort[51001]
[2020-06-23 10:17:25:0828] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:25:0828] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:25:0828] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:26:0329] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:28:0328] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:28:0328] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:28:0328] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[51031], devIP[c0a88d0b]
[2020-06-23 10:17:28:0830] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:29:0330] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:29:0330] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:29:0330] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:29:0831] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:30:0331] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:30:0331] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[51031], HostIp[c0a80180], HostPort[51031]
[2020-06-23 10:17:30:0331] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:30:0331] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:30:0331] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:30:0832] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:32:0834] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:32:0834] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:32:0835] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[51591], devIP[c0a88d0b]
[2020-06-23 10:17:33:0335] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:33:0836] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:33:0836] | GigEVisionManager.cpp-L0981: GVCP_GetAccessPrivilege [1][80000206]
[2020-06-23 10:17:33:0836] | GigEVisionManager.cpp-L0819: connect device failed! [80000206]
[2020-06-23 10:17:34:0336] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:34:0837] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:34:0837] | GigEVisionManager.cpp-L4976: SetTransmissionType[0], nRet[0x80000206], GvspSendIp[c0a80180], GvspSendPort[51591], HostIp[c0a80180], HostPort[51591]
[2020-06-23 10:17:34:0837] | GigEVisionManager.cpp-L0997: disconnect device ...
[2020-06-23 10:17:34:0837] | GigEVisionManager.cpp-L1962: SetAcquisitionStop Execute Fails Feature not present (reference not valid) : AccessException thrown (file 'NodeMapRef.h', line 416)
[2020-06-23 10:17:34:0837] | GigEVisionManager.cpp-L2577: AppGetCount[0], AppGetCountSucceed[0], ExpectRecv[0], NetRecv[0], ThrowAbnormalImage[0], NetLostFrame[0], ThrowInBufList[0], LostPackets[0]
[2020-06-23 10:17:35:0337] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:37:0338] | GigEVisionManager.cpp-L0274: driver mode start!
[2020-06-23 10:17:37:0338] | GigEVisionManager.cpp-L0311: Driver Mode [1]
[2020-06-23 10:17:37:0338] | GigEVisionManager.cpp-L0916: connecting device ... hostIP[c0a80180], hostPort[60977], devIP[c0a88d0b]
[2020-06-23 10:17:37:0840] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
[2020-06-23 10:17:38:0341] |   GigEVisionGVCP.cpp-L1638: gvcp UDP_ReadnTimeout nRequestTimeOut[500000], return[0]!
